,index,word,root,freq,ipa_word,diff,verb class,ipa_root,reg
94,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
95,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
96,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
97,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
98,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
99,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
100,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
101,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
102,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
103,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
104,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
105,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
106,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
107,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
108,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
109,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
110,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
111,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
112,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
113,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
114,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
115,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
116,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
117,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
118,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
119,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
120,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
121,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
122,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
123,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
124,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
125,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
126,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
127,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
128,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
129,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
130,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
131,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
132,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
133,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
134,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
135,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
136,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
137,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
138,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
139,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
140,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
141,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
142,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
143,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
144,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
145,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
146,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
147,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
148,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
149,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
150,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
151,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
152,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
153,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
154,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
155,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
156,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
157,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
158,11,ate,eat,95,eɪt,i-eɪ,vowel change,it,Irreg
159,12,attached,attach,2,ətæʧt,-t,-t,ətæʧ,Reg
160,12,attached,attach,2,ətæʧt,-t,-t,ətæʧ,Reg
161,13,attacked,attack,1,ətækt,-t,-t,ətæk,Reg
162,14,awoke,awake,1,əwoʊk,eɪ-oʊ,vowel change,əweɪk,Irreg
163,15,backed,back,1,bækt,-t,-t,bæk,Reg
164,16,baked,bake,4,beɪkt,-t,-t,beɪk,Reg
165,16,baked,bake,4,beɪkt,-t,-t,beɪk,Reg
166,16,baked,bake,4,beɪkt,-t,-t,beɪk,Reg
167,16,baked,bake,4,beɪkt,-t,-t,beɪk,Reg
168,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
169,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
170,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
171,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
172,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
173,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
174,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
175,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
176,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
177,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
178,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
179,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
180,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
181,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
182,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
183,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
184,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
185,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
186,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
187,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
188,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
189,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
190,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
191,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
192,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
193,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
194,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
195,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
196,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
197,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
198,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
199,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
200,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
201,17,banged,bang,34,bæŋd,-d,-d,bæŋ,Reg
202,18,barked,bark,1,bɑrkt,-t,-t,bɑrk,Reg
203,19,based,base,1,beɪst,-t,-t,beɪs,Reg
204,20,battered,batter,1,bætərd,-d,-d,bætər,Reg
205,21,bawled,bawl,1,bɔld,-d,-d,bɔl,Reg
206,22,began,begin,7,bɪgæn,ɪ-æ,vowel change,bɪgɪn,Irreg
207,22,began,begin,7,bɪgæn,ɪ-æ,vowel change,bɪgɪn,Irreg
208,22,began,begin,7,bɪgæn,ɪ-æ,vowel change,bɪgɪn,Irreg
209,22,began,begin,7,bɪgæn,ɪ-æ,vowel change,bɪgɪn,Irreg
210,22,began,begin,7,bɪgæn,ɪ-æ,vowel change,bɪgɪn,Irreg
211,22,began,begin,7,bɪgæn,ɪ-æ,vowel change,bɪgɪn,Irreg
212,22,began,begin,7,bɪgæn,ɪ-æ,vowel change,bɪgɪn,Irreg
213,23,belonged,belong,1,bɪlɔŋd,-d,-d,bɪlɔŋ,Reg
214,24,bent,bend,7,bɛnt,d-t,weak,bɛnd,Irreg
215,24,bent,bend,7,bɛnt,d-t,weak,bɛnd,Irreg
216,24,bent,bend,7,bɛnt,d-t,weak,bɛnd,Irreg
217,24,bent,bend,7,bɛnt,d-t,weak,bɛnd,Irreg
218,24,bent,bend,7,bɛnt,d-t,weak,bɛnd,Irreg
219,24,bent,bend,7,bɛnt,d-t,weak,bɛnd,Irreg
220,24,bent,bend,7,bɛnt,d-t,weak,bɛnd,Irreg
221,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
222,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
223,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
224,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
225,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
226,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
227,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
228,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
229,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
230,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
231,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
232,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
233,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
234,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
235,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
236,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
237,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
238,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
239,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
240,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
241,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
242,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
243,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
244,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
245,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
246,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
247,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
248,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
249,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
250,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
251,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
252,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
253,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
254,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
255,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
256,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
257,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
258,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
259,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
260,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
261,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
262,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
263,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
264,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
265,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
266,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
267,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
268,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
269,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
270,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
271,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
272,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
273,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
274,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
275,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
276,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
277,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
278,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
279,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
280,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
281,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
282,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
283,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
284,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
285,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
286,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
287,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
288,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
289,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
290,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
291,25,bit,bite,71,bɪt,aɪ-ɪ,vowel change,baɪt,Irreg
292,26,blamed,blamd,3,bleɪmd,-d,-d,bleɪm,Reg
293,26,blamed,blamd,3,bleɪmd,-d,-d,bleɪm,Reg
294,26,blamed,blamd,3,bleɪmd,-d,-d,bleɪm,Reg
295,27,bleated,bleat,1,blitɪd,-ɪd,-ɪd,blit,Reg
296,28,bloomed,bloom,1,blumd,-d,-d,blum,Reg
297,29,boiled,boil,3,bɔɪld,-d,-d,bɔɪl,Reg
298,29,boiled,boil,3,bɔɪld,-d,-d,bɔɪl,Reg
299,29,boiled,boil,3,bɔɪld,-d,-d,bɔɪl,Reg
300,30,bored,bore,1,bɔrd,-d,-d,bɔr,Reg
301,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
302,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
303,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
304,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
305,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
306,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
307,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
308,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
309,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
310,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
311,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
312,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
313,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
314,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
315,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
316,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
317,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
318,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
319,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
320,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
321,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
322,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
323,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
324,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
325,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
326,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
327,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
328,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
329,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
330,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
331,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
332,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
333,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
334,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
335,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
336,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
337,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
338,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
339,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
340,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
341,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
342,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
343,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
344,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
345,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
346,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
347,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
348,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
349,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
350,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
351,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
352,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
353,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
354,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
355,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
356,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
357,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
358,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
359,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
360,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
361,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
362,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
363,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
364,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
365,31,bought,buy,136,bɔt,aɪ-ɔt,ruckumlaut,baɪ,Irreg
