,index,root,word,ipa_root,ipa_word,diff,reg,IsInParent,verb class,freq,level_0
63,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
64,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
65,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
66,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
67,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
68,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
69,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
70,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
71,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
72,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
73,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
74,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
75,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
76,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
77,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
78,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
79,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
80,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
81,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
82,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
83,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
84,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
85,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
86,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
87,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
88,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
89,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
90,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
91,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
92,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
93,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
94,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
95,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
96,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
97,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
98,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
99,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
100,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
101,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
102,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
103,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
104,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
105,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
106,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
107,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
108,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
109,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
110,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
111,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
112,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
113,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
114,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
115,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
116,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
117,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
118,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
119,7,sleep,slept,slip,slɛpt,i-ɛt,Irreg,Yes,vowel change + t,120.0,7
120,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
121,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
122,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
123,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
124,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
125,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
126,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
127,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
128,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
129,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
130,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
131,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
132,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
133,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
134,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
135,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
136,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
137,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
138,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
139,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
140,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
141,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
142,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
143,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
144,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
145,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
146,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
147,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
148,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
149,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
150,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
151,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
152,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
153,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
154,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
155,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
156,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
157,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
158,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
159,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
160,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
161,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
162,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
163,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
164,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
165,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
166,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
167,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
168,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
169,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
170,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
171,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
172,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
173,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
174,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
175,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
176,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
177,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
178,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
179,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
180,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
181,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
182,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
183,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
184,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
185,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
186,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
187,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
188,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
189,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
190,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
191,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
192,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
193,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
194,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
195,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
196,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
197,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
198,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
199,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
200,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
201,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
202,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
203,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
204,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
205,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
206,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
207,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
208,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
209,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
210,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
211,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
212,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
213,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
214,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
215,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
216,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
217,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
218,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
219,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
220,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
221,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
222,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
223,13,forget,forgot,fərgɛt,fərgɑt,ɛ-ɑ,Irreg,Yes,vowel change,104.0,13
224,59,overdo,overdid,oʊvərdu,oʊvərdɪd,u-ɪd,Irreg,No,other,2.0,59
225,59,overdo,overdid,oʊvərdu,oʊvərdɪd,u-ɪd,Irreg,No,other,2.0,59
226,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
227,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
228,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
229,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
230,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
231,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
232,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
233,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
234,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
235,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
236,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
237,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
238,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
239,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
240,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
241,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
242,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
243,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
244,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
245,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
246,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
247,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
248,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
249,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
250,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
251,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
252,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
253,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
254,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
255,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
256,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
257,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
258,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
259,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
260,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
261,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
262,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
263,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
264,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
265,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
266,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
267,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
268,74,hide,hid,haɪd,hɪd,aɪ-ɪ,Irreg,No,vowel change,43.0,74
286,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
287,145,tell,told,tɛl,toʊd,ɛl-oʊd,Irreg,Yes,vowel change + d,1763.0,145
